label,message,msg_new
1,您好！感谢致电扬州许氏礼品，本公司专业从事礼赠品私人订制，为您提供商务公关礼品、广告促销礼品、会议庆典礼品、福利馈赠礼品。手机：xxx,您好 感谢 致电 扬州 许氏 礼品 本 公司 专业 从事 礼赠品 私人 订制 为 提供 商务 公关 礼品 广告 促销 礼品 会议 庆典 礼品 福利 馈赠礼品 手机
0,但是类似夜光的画面设计让人感觉十分具有太空的那种感觉,类似 夜光 的 画面 设计 让 人 感觉 十分 具有 太空 的 那种 感觉
1,姐你好我是金鹰永恒颜色的程丹，我们公司针对三八节推出了满xxx送xxx元服饰劵，满xxxx送精美礼品一份，部分夏装新款到店，永恒颜色全,姐 你好 是 金鹰 永恒 颜色 的 程丹 公司 针对 三八节 推出 满 送元 服饰 劵 满送 精美 礼品 一份 部分 夏装 新款 到 店 永恒 颜色 全
0,这次设计师以忧郁的蓝色渲染鞋面,这次 设计师 以 忧郁 的 蓝色 渲染 鞋面
1,请你下注。打一万不输钱。（x中。鸡）…x肖。龙。鼠。猴…（x肖中。龙。鼠。蛇。）,请 下注 打 一万 不 输钱 中鸡 肖龙鼠 猴 肖中龙鼠 蛇
0,如今彻底清算官场腐败的声音越来越高,彻底 清算 官场 腐败 的 声音 越来越 高
0,今天小编推荐35款飘窗设计…,今天 小编 推荐 款飘窗 设计
0,亚马逊手机FirePhone上手视频,亚马逊 手机 上 手 视频
0,微软已发布WinxxMobile预览版xxxxx模拟器下载,微软 已 发布 预览版 模拟器 下载
1,您好！我是刚刚与您通电话的宜信普惠信贷部经理，可以叫我小许，利息低到x.xx%，手续简，放款快。以后有资金周转的需求，期待您或您的朋友,您好 是 刚刚 与 通电话 的 宜信 普惠 信贷部 经理 叫 小许 利息 低到 手续 简 放款 快 以后 有 资金周转 的 需求 期待 的 朋友
0,▌来源：LinkedIn领英那些看上去工资比你多个三五千的人,来源 领英 工资 比 多个 三五千 的 人
0,312国道丹阳横塘行政村路口,国道 丹阳 横塘 行政村 路口
1,华公馆x_x_xxx  精装表总价：xxxxxxx元，现场热线房产网x万抵xx折，一次性xx折，开发商特批再xx折，折后总价xxxxx,华 公馆 精装 表 总价 元 现场 热线 房产网 万 抵折 一次性 折 开发商 特批 再折 折后 总价
0,S230、S227、G318通行正常,通行 正常
1,双楠伊藤合生元三月八号有活动，超呵，超金买一听反xx元，金装一听反xx元，还可参加刷招商银行卡反卷xxx反xx礼金卷，xxxx反xxx,双楠 伊藤 合生元 三月 八号 有 活动 超呵 超金买 一 听 反元 金装 一 听 反元 还 可 参加 刷 招商银行 卡反卷 反 礼金 卷 反
0,NBA史上最难数学题：詹姆斯哭了JR无言以对,史上 最难 数学题 詹姆斯 哭 无言以对
1,三月爱美丽，卡汶与您相约美丽女人节。春季新品上市，x月x号-x号满额有好礼相赠，欢迎莅临品鉴。,三月 爱美丽 卡汶 与 相约 美丽 女人 节 春季 新品 上市 月 号 号 满额 有 好 礼 相赠 欢迎 莅临 品鉴
0,这是自1995年乒超联赛创办以来,这是 自年 乒超 联赛 创办 以来
0,我在心里默默的祈祷着早日康复,在 心里 默默 的 祈祷 着 早日康复
1,【爱婴室】x.x-x大力度团购，x.x日迪士尼羽绒服xx折，贝舒乐金芯整箱立减xxx（除NB），刷农 行漂亮妈妈 卡xxx减xxx（二百名）,爱 婴室 大 力度 团购 日 迪士尼 羽绒服 折贝 舒乐金 芯 整箱 立 减除 刷 农行 漂亮 妈妈 卡减 二百名
1,xx期，主一肖猴，主一码xx，防xx.xx.xx.xx.期期八码，期期实战，本期中奖率高达，xxxxxxxxxxxx％，请大胆下注，，准备好,期主 一肖猴 主一码 防 期期 八码 期期 实战 本期 中奖率 高达 请 大胆 下注 准备 好
0,比太阳大xx亿年x它的一年约xxx天,比 太阳 大 亿年 的 一年 约天
1,如果你有需要资金周转的情况，找宜信，无抵押低月息更便捷，两天到账，财富热线：xxxxxxxxxxx,有 需要 资金周转 的 情况 找 宜信 无 抵押 低 月息 更 便捷 两天 到 账 财富 热线
0,印象笔记CEO去职谷歌前高管接任,印象 笔记 去职 谷歌 前 高管 接任
0,自动开启GPS或北斗提供“实时”位置信息,自动 开启 北斗 提供 实时 位置 信息
0,省高级人民法院、省人民检察院于xxxx年x月x日专门召开座谈会,省 高级人民法院 省 人民检察院 于 年月日 专门 召开 座谈会
1,"""丰达福特送""""吉祥”给您倍添源源活力啦！x月x日～x月xx日回厂维修、保养即可获得香甜桔子x箱！预约：xxxx-xxxxxxx！【丰达福特】""",丰达 福特 送 吉祥 给 倍 添 源源 活力 月 日月 日 回厂 维修保养 即可 获得 香甜 桔子 箱 预约 丰达 福特
0,北京时间2015年7月7日下午消息,北京 时间 年月日 下午 消息
0,记住填写邀请码E8TPR0T,记住 填写 邀请 码
0,人家朗哥哥说和花千骨两情相悦,朗 哥哥 说 和 花千骨 两情相悦
0,家居装修过程中容易忽视的健康问题赶紧来看看吧,家居 装修 过程 中 容易 忽视 的 健康 问题 赶紧 看吧
0,小李加了“黑客”的QQ并汇了款……公安机关经过调查,小 李加 黑客 的 并 汇 款 公安机关 调查
1,美丽女人节！x月x-x日全场正价商品x折！消费！满xxxx元可获xxx元礼品，黄金每克减xx元，部分免工费。询xxxxxxxx【广地珠宝】,美丽 女人 节月 日 全场 正价 商品 折 消费 满元 可 获元 礼品 黄金 每克 减元 部分 免工费询 广地 珠宝
0,我哥着急下楼让我接着替他玩飞机大战,我哥 着急 下楼 让 替 玩 飞机 大战
1,【会员专享抢红包～送优惠】阿曼施羽绒服在此大声呐喊：“季末狂甩了，狂甩了！羽绒服xx,会员 专享 抢红包 送 优惠 阿曼 施 羽绒服 在 此 大声 呐喊 季末 狂 甩 狂 甩 羽绒服
1,“喜迎新春，乐聚元宵”【雅 筑 装 饰】，周六周日，新春矩惠，四店齐聚，为您的新家导航全程，惠及合家。地址～芙蓉中路八一桥和府大厦四楼！喻姣,喜 迎新春 乐聚 元宵 雅筑 装饰 周六 周日 新春 矩惠四店 齐聚为 的 新家 导航 全程 惠及 合家 地址 芙蓉 中路 八一 桥和府 大厦 四楼 喻姣
1,商旅钱柜量贩式KTV四周年店庆活动：时间xxxx.x.x至xxxx.x.xx，活动一、xx：xx前开房成功送免唱两小时，二、非会员生日,商旅 钱柜 量贩式 四周 年 店庆 活动 时间 至 活动 一 前 开房 成功 送免 唱 两 小时 二 非会员 生日
0,现在在用谷歌NexusS,现在 在 用 谷歌
0,Win10的美不是谁都能发现的,的 美 谁 都 能 发现 的
0,本门从扬州权力门夺得全真剑法残章一,本门 从 扬州 权力 门 夺得 全真剑 法残章 一
0,xxxx年x月x日前的迟延履行利息是否区分一般债务利息与加倍利息,年月日 前 的 迟延 履行 利息 是否 区分 债务 利息 与 加倍 利息
0,现场另2名作业人员立即进入池内施救,现场 另名 作业 人员 立即 进入 池内 施救
1,xxxxxxxxxxxxxxxxxxx吴小勇邮局的,吴小勇 邮局 的
1,中秋国庆哪里去，蓝莲花音乐酒吧来相聚。惊喜不断，优惠连连。电话：xxxxxxx，地址：诸葛亮广场襄阳体育场正门(近万达),中秋 国庆 去 蓝莲花 音乐 酒吧 来 相聚 惊喜 不断 优惠 电话 地址 诸葛亮 广场 襄阳 体育场 正门 近 万达
1,系可享受团购优惠。中星佘山溪语联体别墅xxx平起，xxx万，xxx平类独栋别墅xxx万，一手现房，款清即可交房。打扰。祝您工作顺利,系可 享受 团购 优惠 中星 佘 山溪 语 联体 别墅 平起 万平类 独栋 别墅 万 一手 现 房款 清 即可 交房 打扰 祝您 工作 顺利
0,江苏省2015年本科第三批征求平行志愿投档线公布,江苏省 年 本科 第三批 征求 平行 志愿 投档线 公布
0,希望你考上研究生找到好工作,希望 考上 研究生 找到 好 工作
0,机动车违法载人、无证驾驶、酒后驾驶、无牌无证机动车上路行驶、客运车辆安全机件不全等严重交通违法行为明显减少,机动车 违法 载人 无证 驾驶 酒后 驾驶 无牌 无证 机动车 上路 行驶 客运车辆 安全 机件 不全 等 严重 交通 违法行为 明显 减少
0,实话说你也就呆在腾讯你还能去哪,实话 说 也 就 呆 在 腾讯 还 能 去 哪
0,民主党的Twitter指出在辩论开始后至今已有一小时有余,民主党 的 指出 在 辩论 后 至今已有 一 小时 有余
1,新空间x月x号（本周六）在『仁和春天』二环路光华村路口，举办x利润样板房征集 x.带购房合同和身份证送开年红包一枚 x.定装修送花洒马,新 空间 月 号 本 周六 在 仁和 春天 二环路 光华 村 路口 举办 利润 样板房 征集 带 购房 合同 和 身份证 送开 年 红包 一枚 定 装修 送花 洒马
1,親愛的Vip顧客,親愛的 顧客
1,女人自己的节日马上就要到来了！【天津名都朗姿】店提前祝您三八节快乐！特别提供购物满赠活动 ：购物满xxxx元赠送指定款时尚丝巾，满xx,女人 的 节日 就要 到来 天津 名都朗 姿店 提前 祝您 三八节 快乐 特别 提供 购物满 赠 活动 购物满 元 赠送 指定 款 时尚 丝巾 满
0,国民优品YunOS纽扣庆航海版上市震撼来袭,国民 优品 纽扣 庆 航海 版 上市 震撼 来袭
0,但是临安市城管局城南中队队员仍头顶烈日,临安市 城管局 城南 中队 队员 仍 头顶 烈日
0,强化了出一个崭新的商业时代可取的商业模式,强化 出 一个 崭新 的 商业 时代 可取 的 商业模式
0,今天开坦克的时候总是心不在焉,今天 开 坦克 的 总是 心不在焉
0,劳动者提前xx日以书面形式通知用人单位,劳动者 提前 日以 书面形式 通知 用人单位
0,看了浙江卫视两天的关于以抗战老兵为主题的中国梦想秀,看 浙江 卫视 两天 的 以 抗战 老兵 为 主题 的 中国 梦想 秀
0,环球时报：要党员法官“回避”庭审既无知又嚣张,环球时报 要 党员 法官 回避 庭审 无知 又 嚣张
0,那么AdMob的广告推广的APP如何实现下载呢,的 广告 推广 的 实现 下载 呢
0,电脑突然不能上网只好重新装了系统,电脑 突然 上网 只好 重新 装 系统
0,谷歌眼镜二代将搭载更大的棱镜,谷歌 眼镜 二代 将 搭载 更大 的 棱镜
1,《办理贷款》 【正规机构】 无抵押无担保个人信用贷款 房屋 车辆 土地抵押贷款 个体 企业 房开大额贷款 另  有银行过桥贷款业务 手续简单，下款快，额度高 热线电话：xxxxxxxxxxx                   xxxxxxxxxxx,办理 贷款 正规 机构 无 抵押 无担保 信用贷款 房屋 车辆 土地 抵押 贷款 个体 企业 房开 大额 贷款 另有 银行 过桥 贷款 业务 手续 简单 下款 快 额度 高 热线电话
1,尊敬的贵宾您好！京都鞋城换季清仓开始了全场x折起，望老顾客相互转告，谢谢！,尊敬 的 贵宾 您好 京都 鞋城 换季 清仓 全场 折起 望 老 顾客 相互 转告 谢谢
0,谷歌地要厌恶的只是这种行为感,谷歌 地要 厌恶 的 这种 行为 感
0,ICBPI第二天越发让我明白到自己的科研道路还很长很长,第二天 越发 让 明白 到 的 科研 道路 还 很长 很长
1,地址在庐州大道和锦绣大道交口地铁一号线锦绣大道站出口，会展中心东门，我们三月二十八号就开盘了，现在售楼部在开盘前有电商团购xx折优惠活,地址 在 庐州 大道 和 锦绣 大道 地铁 一号线 锦绣 大道 站 出口 会展中心 东门 三月 二十八 号 就 开盘 现在 售楼部 在 开盘 前有 电商 团购 折 优惠 活
0,「南通开发区11个月大的孩子被母亲一家害死」抚养两个多月,南通 开发区 个 月 大 的 孩子 被 母亲 一家 害死 抚养 两个 多月
0,我赌5毛钱windows10发布后又有一群人吐槽难用,赌 毛钱 发布 后 又 有 一群 人吐槽 难用
0,可惜中国政府不会允许整部小说的完全改变,可惜 中国政府 允许 整部 小说 的 完全 改变
0,talkbandb1没办法绑定微信运动,没 办法 绑定 微信 运动
0,才惊觉2015年的夏天已经结束了……一季的时间太短促,才 惊觉 年 的 夏天 已经 结束 一季 的 时间 太 短促
0,离开手机我找不到你你找不到我的感觉好可怕,离开 手机 找 不到 找 不到 的 感觉 好 可怕
0,原价9180/9504／9828,原价
0,叶荣添叫嚣中信证券年内必上百元,叶荣添 叫嚣 中信证券 年内 必上 百元
0,“治疗不孕不育请到XXX医院…”她踌躇着开口：“恩,治疗 不孕 不育 请 到 医院 踌躇 着 开口 恩
1,佳乐家老店百雀羚全场x折特卖会x.x-xx期间进行。。。有需要的抓紧联系了！！。。找我可以领取国礼一份。数量有限，先到先得！！,佳乐家 老店 百雀羚 全场 折 特卖会 期间 进行 有 需要 的 抓紧 联系 找 领取 国礼 一份 数量 有限 先到 先得
1,您好，锦绣苑积派羊绒专卖店现推出活动“三八节”预存xx元，可享受春款x.x折特惠！,您好 锦绣 苑积 派 羊绒 专卖店 现 推出 活动 三八节 预存 元 可 享受 春款 折 特惠
1,美丽三八，美丽仅需xx元 三八美丽节马上到了，芳庭美之全体员工携大礼和您一起过节。三八美丽节美之会员仅需xx元即可享受原价xxx元的神奇药浴x次或者原价xxx元的排毒胶原面膜一张。活动时间：x月x日、x日、xx日，每人仅享受一次优惠。您的专属美容师小芳x月x日恭候您的,美丽 三八 美丽 仅 需元 三八 美丽 节 到 芳庭美 之 全体 员工 携 大礼 和 一起 过节 三八 美丽 节美 之 会员 仅 需元 即可 享受 原价 元 的 神奇 药浴 次 原价 元 的 排毒 胶原 面膜 一张 活动 时间 月 日日 日 每人 仅 享受 一次 优惠 的 专属 美容师 小芳 月 日 恭候 的
0,学生住的是三人间的独立别墅,学生 住 的 是 三人间 的 独立 别墅
0,全飞机的人都对还未出现的转机乘客充满了敌意…可怕的人类,全 飞机 的 人 都 对 还 未 出现 的 转机 乘客 充满 敌意 可怕 的 人类
1,景宏南方名师上课，小班教学，去年保A率达xx. x%，不达A学费全退，助孩子中考稳坐四中、二中，冲刺长沙四大名校。欢迎您前来咨询，佳,景宏 南方 名师 上课 小班 教学 去年 保率 达 不达 学费 全退助 孩子 中考 稳坐 四中 二中 冲刺 长沙 四大 名校 欢迎您 前来 咨询 佳
